"UNIPROT","GO","GONAME","ONTOLOGY"
"Q64104","GO:0001662","behavioral fear response","BP"
"Q64104","GO:0002052","positive regulation of neuroblast proliferation","BP"
"Q64104","GO:0002118","aggressive behavior","BP"
"Q64104","GO:0004879","nuclear receptor activity","MF"
"Q64104","GO:0005634","nucleus","CC"
"Q64104","GO:0005654","nucleoplasm","CC"
"Q64104","GO:0006915","apoptotic process","BP"
"Q64104","GO:0007405","neuroblast proliferation","BP"
"Q64104","GO:0007420","brain development","BP"
"Q64104","GO:0007601","visual perception","BP"
"Q64104","GO:0008270","zinc ion binding","MF"
"Q64104","GO:0008283","cell population proliferation","BP"
"Q64104","GO:0008284","positive regulation of cell population proliferation","BP"
"Q64104","GO:0019899","enzyme binding","MF"
"Q64104","GO:0021542","dentate gyrus development","BP"
"Q64104","GO:0021764","amygdala development","BP"
"Q64104","GO:0021772","olfactory bulb development","BP"
"Q64104","GO:0021819","layer formation in cerebral cortex","BP"
"Q64104","GO:0021872","forebrain generation of neurons","BP"
"Q64104","GO:0021895","cerebral cortex neuron differentiation","BP"
"Q64104","GO:0021960","anterior commissure morphogenesis","BP"
"Q64104","GO:0021987","cerebral cortex development","BP"
"Q64104","GO:0030154","cell differentiation","BP"
"Q64104","GO:0030182","neuron differentiation","BP"
"Q64104","GO:0030198","extracellular matrix organization","BP"
"Q64104","GO:0035019","somatic stem cell population maintenance","BP"
"Q64104","GO:0035176","social behavior","BP"
"Q64104","GO:0042826","histone deacetylase binding","MF"
"Q64104","GO:0043010","camera-type eye development","BP"
"Q64104","GO:0043066","negative regulation of apoptotic process","BP"
"Q64104","GO:0043615","astrocyte cell migration","BP"
"Q64104","GO:0045165","cell fate commitment","BP"
"Q64104","GO:0045665","negative regulation of neuron differentiation","BP"
"Q64104","GO:0045766","positive regulation of angiogenesis","BP"
"Q64104","GO:0045787","positive regulation of cell cycle","BP"
"Q64104","GO:0048708","astrocyte differentiation","BP"
"Q64104","GO:0048712","negative regulation of astrocyte differentiation","BP"
"Q64104","GO:0048814","regulation of dendrite morphogenesis","BP"
"Q64104","GO:0048856","anatomical structure development","BP"
"Q64104","GO:0051128","regulation of cellular component organization","BP"
"Q64104","GO:0060041","retina development in camera-type eye","BP"
"Q64104","GO:0060164","regulation of timing of neuron differentiation","BP"
"Q64104","GO:0060291","long-term synaptic potentiation","BP"
"Q64104","GO:0061351","neural precursor cell proliferation","BP"
"Q64104","GO:0090049","regulation of cell migration involved in sprouting angiogenesis","BP"
"Q64104","GO:1990837","sequence-specific double-stranded DNA binding","MF"
"Q64104","GO:2000178","negative regulation of neural precursor cell proliferation","BP"
"Q64104","GO:2000179","positive regulation of neural precursor cell proliferation","BP"
"Q64104","GO:2000648","positive regulation of stem cell proliferation","BP"
"Q64105","GO:0004757","sepiapterin reductase activity","MF"
"Q64105","GO:0005654","nucleoplasm","CC"
"Q64105","GO:0005739","mitochondrion","CC"
"Q64105","GO:0005829","cytosol","CC"
"Q64105","GO:0006558","L-phenylalanine metabolic process","BP"
"Q64105","GO:0006729","tetrahydrobiopterin biosynthetic process","BP"
"Q64105","GO:0006809","nitric oxide biosynthetic process","BP"
"Q64105","GO:0019889","pteridine metabolic process","BP"
"Q64105","GO:0040014","regulation of multicellular organism growth","BP"
"Q64105","GO:0042415","norepinephrine metabolic process","BP"
"Q64105","GO:0042417","dopamine metabolic process","BP"
"Q64105","GO:0042428","serotonin metabolic process","BP"
"Q64105","GO:0042803","protein homodimerization activity","MF"
"Q64105","GO:0046146","tetrahydrobiopterin metabolic process","BP"
"Q64105","GO:0048667","cell morphogenesis involved in neuron differentiation","BP"
"Q64105","GO:0050882","voluntary musculoskeletal movement","BP"
"Q64112","GO:0003723","RNA binding","MF"
"Q64112","GO:0005737","cytoplasm","CC"
"Q64112","GO:0005783","endoplasmic reticulum","CC"
"Q64112","GO:0005829","cytosol","CC"
"Q64112","GO:0006915","apoptotic process","BP"
"Q64112","GO:0009615","response to virus","BP"
"Q64112","GO:0035457","cellular response to interferon-alpha","BP"
"Q64112","GO:0043065","positive regulation of apoptotic process","BP"
"Q64112","GO:0051607","defense response to virus","BP"
"Q64112","GO:0140374","antiviral innate immune response","BP"
"Q64124","GO:0000977","RNA polymerase II transcription regulatory region sequence-specific DNA binding","MF"
"Q64124","GO:0000978","RNA polymerase II cis-regulatory region sequence-specific DNA binding","MF"
"Q64124","GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific","MF"
"Q64124","GO:0000987","cis-regulatory region sequence-specific DNA binding","MF"
"Q64124","GO:0001228","DNA-binding transcription activator activity, RNA polymerase II-specific","MF"
"Q64124","GO:0001707","mesoderm formation","BP"
"Q64124","GO:0001894","tissue homeostasis","BP"
"Q64124","GO:0001958","endochondral ossification","BP"
"Q64124","GO:0002062","chondrocyte differentiation","BP"
"Q64124","GO:0003179","heart valve morphogenesis","BP"
"Q64124","GO:0003188","heart valve formation","BP"
"Q64124","GO:0005634","nucleus","CC"
"Q64124","GO:0005667","transcription regulator complex","CC"
"Q64124","GO:0006351","DNA-templated transcription","BP"
"Q64124","GO:0006357","regulation of transcription by RNA polymerase II","BP"
"Q64124","GO:0008284","positive regulation of cell population proliferation","BP"
"Q64124","GO:0010628","positive regulation of gene expression","BP"
"Q64124","GO:0030154","cell differentiation","BP"
"Q64124","GO:0030199","collagen fibril organization","BP"
"Q64124","GO:0030509","BMP signaling pathway","BP"
"Q64124","GO:0032502","developmental process","BP"
"Q64124","GO:0032967","positive regulation of collagen biosynthetic process","BP"
"Q64124","GO:0035914","skeletal muscle cell differentiation","BP"
"Q64124","GO:0035989","tendon development","BP"
"Q64124","GO:0035990","tendon cell differentiation","BP"
"Q64124","GO:0035992","tendon formation","BP"
"Q64124","GO:0035993","deltoid tuberosity development","BP"
"Q64124","GO:0043066","negative regulation of apoptotic process","BP"
"Q64124","GO:0043425","bHLH transcription factor binding","MF"
"Q64124","GO:0043565","sequence-specific DNA binding","MF"
"Q64124","GO:0045892","negative regulation of DNA-templated transcription","BP"
"Q64124","GO:0045893","positive regulation of DNA-templated transcription","BP"
"Q64124","GO:0045944","positive regulation of transcription by RNA polymerase II","BP"
"Q64124","GO:0046983","protein dimerization activity","MF"
"Q64124","GO:0048706","embryonic skeletal system development","BP"
"Q64124","GO:0051216","cartilage development","BP"
"Q64124","GO:0060008","Sertoli cell differentiation","BP"
"Q64124","GO:0060325","face morphogenesis","BP"
"Q64124","GO:0061035","regulation of cartilage development","BP"
"Q64124","GO:0061036","positive regulation of cartilage development","BP"
"Q64124","GO:0061056","sclerotome development","BP"
"Q64124","GO:0070888","E-box binding","MF"
"Q64124","GO:0071260","cellular response to mechanical stimulus","BP"
"Q64124","GO:0071560","cellular response to transforming growth factor beta stimulus","BP"
"Q64124","GO:0071773","cellular response to BMP stimulus","BP"
"Q64124","GO:2000543","positive regulation of gastrulation","BP"
"Q64127","GO:0000791","euchromatin","CC"
"Q64127","GO:0001673","male germ cell nucleus","CC"
"Q64127","GO:0002039","p53 binding","MF"
"Q64127","GO:0003682","chromatin binding","MF"
"Q64127","GO:0003713","transcription coactivator activity","MF"
"Q64127","GO:0004672","protein kinase activity","MF"
"Q64127","GO:0004842","ubiquitin-protein transferase activity","MF"
"Q64127","GO:0005634","nucleus","CC"
"Q64127","GO:0005654","nucleoplasm","CC"
"Q64127","GO:0005726","perichromatin fibrils","CC"
"Q64127","GO:0005737","cytoplasm","CC"
"Q64127","GO:0008270","zinc ion binding","MF"
"Q64127","GO:0010628","positive regulation of gene expression","BP"
"Q64127","GO:0016567","protein ubiquitination","BP"
"Q64127","GO:0016922","nuclear receptor binding","MF"
"Q64127","GO:0030163","protein catabolic process","BP"
"Q64127","GO:0031647","regulation of protein stability","BP"
"Q64127","GO:0034056","estrogen response element binding","MF"
"Q64127","GO:0042981","regulation of apoptotic process","BP"
"Q64127","GO:0043434","response to peptide hormone","BP"
"Q64127","GO:0043565","sequence-specific DNA binding","MF"
"Q64127","GO:0045892","negative regulation of DNA-templated transcription","BP"
"Q64127","GO:0045893","positive regulation of DNA-templated transcription","BP"
"Q64127","GO:0050673","epithelial cell proliferation","BP"
"Q64127","GO:0050680","negative regulation of epithelial cell proliferation","BP"
"Q64127","GO:0055074","calcium ion homeostasis","BP"
"Q64127","GO:0061630","ubiquitin protein ligase activity","MF"
"Q64127","GO:0070562","regulation of vitamin D receptor signaling pathway","BP"
"Q64127","GO:0070577","lysine-acetylated histone binding","MF"
"Q64127","GO:0071391","cellular response to estrogen stimulus","BP"
"Q64127","GO:1901796","regulation of signal transduction by p53 class mediator","BP"
"Q64131","GO:0000122","negative regulation of transcription by RNA polymerase II","BP"
"Q64131","GO:0000785","chromatin","CC"
"Q64131","GO:0000977","RNA polymerase II transcription regulatory region sequence-specific DNA binding","MF"
"Q64131","GO:0000978","RNA polymerase II cis-regulatory region sequence-specific DNA binding","MF"
"Q64131","GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific","MF"
"Q64131","GO:0001222","transcription corepressor binding","MF"
"Q64131","GO:0001503","ossification","BP"
"Q64131","GO:0002062","chondrocyte differentiation","BP"
"Q64131","GO:0003677","DNA binding","MF"
"Q64131","GO:0005524","ATP binding","MF"
"Q64131","GO:0005634","nucleus","CC"
"Q64131","GO:0005654","nucleoplasm","CC"
"Q64131","GO:0005730","nucleolus","CC"
"Q64131","GO:0005737","cytoplasm","CC"
"Q64131","GO:0005829","cytosol","CC"
"Q64131","GO:0006357","regulation of transcription by RNA polymerase II","BP"
"Q64131","GO:0006468","protein phosphorylation","BP"
"Q64131","GO:0007411","axon guidance","BP"
"Q64131","GO:0016513","core-binding factor complex","CC"
"Q64131","GO:0030097","hemopoiesis","BP"
"Q64131","GO:0030182","neuron differentiation","BP"
"Q64131","GO:0031069","hair follicle morphogenesis","BP"
"Q64131","GO:0031175","neuron projection development","BP"
"Q64131","GO:0042826","histone deacetylase binding","MF"
"Q64131","GO:0043231","intracellular membrane-bounded organelle","CC"
"Q64131","GO:0043371","negative regulation of CD4-positive, alpha-beta T cell differentiation","BP"
"Q64131","GO:0043378","positive regulation of CD8-positive, alpha-beta T cell differentiation","BP"
"Q64131","GO:0045595","regulation of cell differentiation","BP"
"Q64131","GO:0045786","negative regulation of cell cycle","BP"
"Q64131","GO:0045893","positive regulation of DNA-templated transcription","BP"
"Q64131","GO:0048469","cell maturation","BP"
"Q64131","GO:0050680","negative regulation of epithelial cell proliferation","BP"
"Q64131","GO:0071559","response to transforming growth factor beta","BP"
"Q64131","GO:1990837","sequence-specific double-stranded DNA binding","MF"
"Q64131","GO:2001238","positive regulation of extrinsic apoptotic signaling pathway","BP"
"Q64133","GO:0005739","mitochondrion","CC"
"Q64133","GO:0005741","mitochondrial outer membrane","CC"
"Q64133","GO:0005829","cytosol","CC"
"Q64133","GO:0008131","primary amine oxidase activity","MF"
"Q64133","GO:0009967","positive regulation of signal transduction","BP"
"Q64133","GO:0042420","dopamine catabolic process","BP"
"Q64133","GO:0042428","serotonin metabolic process","BP"
"Q64133","GO:0042443","phenylethylamine metabolic process","BP"
"Q64133","GO:0050660","flavin adenine dinucleotide binding","MF"
"Q64133","GO:0051378","serotonin binding","MF"
"Q64133","GO:0052595","aliphatic amine oxidase activity","MF"
"Q64133","GO:0052596","phenethylamine:oxygen oxidoreductase (deaminating) activity","MF"
"Q64133","GO:0097621","monoamine oxidase activity","MF"
"Q64151","GO:0001755","neural crest cell migration","BP"
"Q64151","GO:0001843","neural tube closure","BP"
"Q64151","GO:0007411","axon guidance","BP"
"Q64151","GO:0014069","postsynaptic density","CC"
"Q64151","GO:0021535","cell migration in hindbrain","BP"
"Q64151","GO:0021549","cerebellum development","BP"
"Q64151","GO:0030215","semaphorin receptor binding","MF"
"Q64151","GO:0030335","positive regulation of cell migration","BP"
"Q64151","GO:0030672","synaptic vesicle membrane","CC"
"Q64151","GO:0032874","positive regulation of stress-activated MAPK cascade","BP"
"Q64151","GO:0042692","muscle cell differentiation","BP"
"Q64151","GO:0045499","chemorepellent activity","MF"
"Q64151","GO:0048843","negative regulation of axon extension involved in axon guidance","BP"
"Q64151","GO:0050919","negative chemotaxis","BP"
"Q64151","GO:0071526","semaphorin-plexin signaling pathway","BP"
"Q64151","GO:0098839","postsynaptic density membrane","CC"
"Q64163","GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific","MF"
"Q64163","GO:0003677","DNA binding","MF"
"Q64163","GO:0003700","DNA-binding transcription factor activity","MF"
"Q64163","GO:0005634","nucleus","CC"
"Q64163","GO:0005635","nuclear envelope","CC"
"Q64163","GO:0005654","nucleoplasm","CC"
"Q64163","GO:0005667","transcription regulator complex","CC"
"Q64163","GO:0006355","regulation of DNA-templated transcription","BP"
"Q64163","GO:0006357","regulation of transcription by RNA polymerase II","BP"
"Q64163","GO:0007049","cell cycle","BP"
"Q64163","GO:0019904","protein domain specific binding","MF"
"Q64163","GO:0045892","negative regulation of DNA-templated transcription","BP"
"Q64163","GO:0045944","positive regulation of transcription by RNA polymerase II","BP"
"Q64163","GO:0051726","regulation of cell cycle","BP"
"Q64163","GO:0072686","mitotic spindle","CC"
"Q64163","GO:0090575","RNA polymerase II transcription regulator complex","CC"
"Q64176","GO:0004771","sterol esterase activity","MF"
"Q64176","GO:0005737","cytoplasm","CC"
"Q64176","GO:0005783","endoplasmic reticulum","CC"
"Q64176","GO:0005788","endoplasmic reticulum lumen","CC"
"Q64176","GO:0005811","lipid droplet","CC"
"Q64176","GO:0006695","cholesterol biosynthetic process","BP"
"Q64176","GO:0008203","cholesterol metabolic process","BP"
"Q64176","GO:0010875","positive regulation of cholesterol efflux","BP"
"Q64176","GO:0010887","negative regulation of cholesterol storage","BP"
"Q64176","GO:0016020","membrane","CC"
"Q64176","GO:0016042","lipid catabolic process","BP"
"Q64176","GO:0016290","palmitoyl-CoA hydrolase activity","MF"
"Q64176","GO:0030855","epithelial cell differentiation","BP"
"Q64176","GO:0042632","cholesterol homeostasis","BP"
"Q64176","GO:0043231","intracellular membrane-bounded organelle","CC"
"Q64176","GO:0043691","reverse cholesterol transport","BP"
"Q64176","GO:0047376","all-trans-retinyl-palmitate hydrolase, all-trans-retinol forming activity","MF"
"Q64176","GO:0050253","retinyl-palmitate esterase activity","MF"
"Q64176","GO:0051791","medium-chain fatty acid metabolic process","BP"
"Q64176","GO:0052689","carboxylic ester hydrolase activity","MF"
"Q64176","GO:0070857","regulation of bile acid biosynthetic process","BP"
"Q64176","GO:0071397","cellular response to cholesterol","BP"
"Q64176","GO:0071404","cellular response to low-density lipoprotein particle stimulus","BP"
"Q64176","GO:0090205","positive regulation of cholesterol metabolic process","BP"
"Q64176","GO:0106435","carboxylesterase activity","MF"
"Q64176","GO:0120188","regulation of bile acid secretion","BP"
"Q64191","GO:0003948","N4-(beta-N-acetylglucosaminyl)-L-asparaginase activity","MF"
"Q64191","GO:0004067","asparaginase activity","MF"
"Q64191","GO:0005615","extracellular space","CC"
"Q64191","GO:0005737","cytoplasm","CC"
"Q64191","GO:0005764","lysosome","CC"
"Q64191","GO:0005783","endoplasmic reticulum","CC"
"Q64191","GO:0006508","proteolysis","BP"
"Q64191","GO:0008798","beta-aspartyl-peptidase activity","MF"
"Q64191","GO:0043621","protein self-association","MF"
"Q641K1","GO:0001754","eye photoreceptor cell differentiation","BP"
"Q641K1","GO:0004181","metallocarboxypeptidase activity","MF"
"Q641K1","GO:0005634","nucleus","CC"
"Q641K1","GO:0005730","nucleolus","CC"
"Q641K1","GO:0005737","cytoplasm","CC"
"Q641K1","GO:0005739","mitochondrion","CC"
"Q641K1","GO:0005829","cytosol","CC"
"Q641K1","GO:0006508","proteolysis","BP"
"Q641K1","GO:0007005","mitochondrion organization","BP"
"Q641K1","GO:0007628","adult walking behavior","BP"
"Q641K1","GO:0008233","peptidase activity","MF"
"Q641K1","GO:0008270","zinc ion binding","MF"
"Q641K1","GO:0008285","negative regulation of cell population proliferation","BP"
"Q641K1","GO:0015631","tubulin binding","MF"
"Q641K1","GO:0021549","cerebellum development","BP"
"Q641K1","GO:0021680","cerebellar Purkinje cell layer development","BP"
"Q641K1","GO:0021702","cerebellar Purkinje cell differentiation","BP"
"Q641K1","GO:0021772","olfactory bulb development","BP"
"Q641K1","GO:0021954","central nervous system neuron development","BP"
"Q641K1","GO:0035609","C-terminal protein deglutamylation","BP"
"Q641K1","GO:0035610","protein side chain deglutamylation","BP"
"Q641K1","GO:0043231","intracellular membrane-bounded organelle","CC"
"Q641K1","GO:0050905","neuromuscular process","BP"
"Q641K1","GO:0060041","retina development in camera-type eye","BP"
"Q641K1","GO:0098930","axonal transport","BP"
"Q641K1","GO:0098957","anterograde axonal transport of mitochondrion","BP"
"Q641K1","GO:0098958","retrograde axonal transport of mitochondrion","BP"
"Q641K1","GO:1904115","axon cytoplasm","CC"
"Q641K1","GO:2000060","positive regulation of ubiquitin-dependent protein catabolic process","BP"
"Q641K5","GO:0001650","fibrillar center","CC"
"Q641K5","GO:0002039","p53 binding","MF"
"Q641K5","GO:0004674","protein serine/threonine kinase activity","MF"
"Q641K5","GO:0005524","ATP binding","MF"
"Q641K5","GO:0005634","nucleus","CC"
"Q641K5","GO:0005654","nucleoplasm","CC"
"Q641K5","GO:0005737","cytoplasm","CC"
"Q641K5","GO:0006468","protein phosphorylation","BP"
"Q641K5","GO:0006974","DNA damage response","BP"
"Q641K5","GO:0007155","cell adhesion","BP"
"Q641K5","GO:0015630","microtubule cytoskeleton","CC"
"Q641K5","GO:0030155","regulation of cell adhesion","BP"
"Q641K5","GO:0031588","nucleotide-activated protein kinase complex","CC"
"Q641K5","GO:0032007","negative regulation of TOR signaling","BP"
"Q641K5","GO:0035507","regulation of myosin-light-chain-phosphatase activity","BP"
"Q641K5","GO:0035556","intracellular signal transduction","BP"
"Q641K5","GO:0042149","cellular response to glucose starvation","BP"
"Q641K5","GO:0106310","protein serine kinase activity","MF"
"Q641K5","GO:2000772","regulation of cellular senescence","BP"
"Q64205","GO:0000976","transcription cis-regulatory region binding","MF"
"Q64205","GO:0000978","RNA polymerase II cis-regulatory region sequence-specific DNA binding","MF"
"Q64205","GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific","MF"
"Q64205","GO:0001228","DNA-binding transcription activator activity, RNA polymerase II-specific","MF"
"Q64205","GO:0001568","blood vessel development","BP"
"Q64205","GO:0001890","placenta development","BP"
"Q64205","GO:0001942","hair follicle development","BP"
"Q64205","GO:0003677","DNA binding","MF"
"Q64205","GO:0003682","chromatin binding","MF"
"Q64205","GO:0005634","nucleus","CC"
"Q64205","GO:0005737","cytoplasm","CC"
"Q64205","GO:0006357","regulation of transcription by RNA polymerase II","BP"
"Q64205","GO:0010467","gene expression","BP"
"Q64205","GO:0016055","Wnt signaling pathway","BP"
"Q64205","GO:0030509","BMP signaling pathway","BP"
"Q64205","GO:0030855","epithelial cell differentiation","BP"
"Q64205","GO:0031069","hair follicle morphogenesis","BP"
"Q64205","GO:0035315","hair cell differentiation","BP"
"Q64205","GO:0042475","odontogenesis of dentin-containing tooth","BP"
"Q64205","GO:0042633","hair cycle","BP"
"Q64205","GO:0045944","positive regulation of transcription by RNA polymerase II","BP"
"Q64205","GO:0071335","hair follicle cell proliferation","BP"
"Q64205","GO:0071895","odontoblast differentiation","BP"
"Q64205","GO:1990837","sequence-specific double-stranded DNA binding","MF"
"Q64213","GO:0000398","mRNA splicing, via spliceosome","BP"
"Q64213","GO:0003723","RNA binding","MF"
"Q64213","GO:0003729","mRNA binding","MF"
"Q64213","GO:0005634","nucleus","CC"
"Q64213","GO:0005654","nucleoplasm","CC"
"Q64213","GO:0005681","spliceosomal complex","CC"
"Q64213","GO:0005737","cytoplasm","CC"
"Q64213","GO:0008270","zinc ion binding","MF"
"Q64213","GO:0016604","nuclear body","CC"
"Q64213","GO:0030238","male sex determination","BP"
"Q64213","GO:0030575","nuclear body organization","BP"
"Q64213","GO:0033327","Leydig cell differentiation","BP"
"Q64213","GO:0042802","identical protein binding","MF"
"Q64213","GO:0048024","regulation of mRNA splicing, via spliceosome","BP"
"Q64213","GO:0048662","negative regulation of smooth muscle cell proliferation","BP"
"Q64213","GO:0050810","regulation of steroid biosynthetic process","BP"
"Q64213","GO:0089701","U2AF complex","CC"
"Q64221","GO:0000785","chromatin","CC"
"Q64221","GO:0000977","RNA polymerase II transcription regulatory region sequence-specific DNA binding","MF"
"Q64221","GO:0000978","RNA polymerase II cis-regulatory region sequence-specific DNA binding","MF"
"Q64221","GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific","MF"
"Q64221","GO:0001228","DNA-binding transcription activator activity, RNA polymerase II-specific","MF"
"Q64221","GO:0005634","nucleus","CC"
"Q64221","GO:0006357","regulation of transcription by RNA polymerase II","BP"
"Q64221","GO:0006915","apoptotic process","BP"
"Q64221","GO:0007422","peripheral nervous system development","BP"
"Q64221","GO:0008584","male gonad development","BP"
"Q64221","GO:0021535","cell migration in hindbrain","BP"
"Q64221","GO:0021888","hypothalamus gonadotrophin-releasing hormone neuron development","BP"
"Q64221","GO:0042698","ovulation cycle","BP"
"Q64221","GO:0045944","positive regulation of transcription by RNA polymerase II","BP"
"Q64221","GO:0046983","protein dimerization activity","MF"
"Q64221","GO:0060179","male mating behavior","BP"
"Q64221","GO:0061629","RNA polymerase II-specific DNA-binding transcription factor binding","MF"
"Q64221","GO:1990837","sequence-specific double-stranded DNA binding","MF"
"Q64237","GO:0001974","blood vessel remodeling","BP"
"Q64237","GO:0001975","response to amphetamine","BP"
"Q64237","GO:0002443","leukocyte mediated immunity","BP"
"Q64237","GO:0004500","dopamine beta-monooxygenase activity","MF"
"Q64237","GO:0005507","copper ion binding","MF"
"Q64237","GO:0005615","extracellular space","CC"
"Q64237","GO:0005783","endoplasmic reticulum","CC"
"Q64237","GO:0006589","octopamine biosynthetic process","BP"
"Q64237","GO:0007613","memory","BP"
"Q64237","GO:0007626","locomotory behavior","BP"
"Q64237","GO:0008306","associative learning","BP"
"Q64237","GO:0008542","visual learning","BP"
"Q64237","GO:0030424","axon","CC"
"Q64237","GO:0030425","dendrite","CC"
"Q64237","GO:0030658","transport vesicle membrane","CC"
"Q64237","GO:0030667","secretory granule membrane","CC"
"Q64237","GO:0031418","L-ascorbic acid binding","MF"
"Q64237","GO:0034451","centriolar satellite","CC"
"Q64237","GO:0034466","chromaffin granule lumen","CC"
"Q64237","GO:0034774","secretory granule lumen","CC"
"Q64237","GO:0042309","homoiothermy","BP"
"Q64237","GO:0042310","vasoconstriction","BP"
"Q64237","GO:0042420","dopamine catabolic process","BP"
"Q64237","GO:0042421","norepinephrine biosynthetic process","BP"
"Q64237","GO:0042584","chromaffin granule membrane","CC"
"Q64237","GO:0042593","glucose homeostasis","BP"
"Q64237","GO:0042596","fear response","BP"
"Q64237","GO:0042711","maternal behavior","BP"
"Q64237","GO:0043025","neuronal cell body","CC"
"Q64237","GO:0043195","terminal bouton","CC"
"Q64237","GO:0043196","varicosity","CC"
"Q64237","GO:0043231","intracellular membrane-bounded organelle","CC"
"Q64237","GO:0045177","apical part of cell","CC"
"Q64237","GO:0045907","positive regulation of vasoconstriction","BP"
"Q64237","GO:0046333","octopamine metabolic process","BP"
"Q64237","GO:0048149","behavioral response to ethanol","BP"
"Q64237","GO:0048265","response to pain","BP"
"Q64237","GO:0050900","leukocyte migration","BP"
"Q64237","GO:0120162","positive regulation of cold-induced thermogenesis","BP"
"Q64237","GO:1904705","regulation of vascular associated smooth muscle cell proliferation","BP"
"Q64237","GO:1905562","regulation of vascular endothelial cell proliferation","BP"
"Q64237","GO:2001236","regulation of extrinsic apoptotic signaling pathway","BP"
"Q64249","GO:0000122","negative regulation of transcription by RNA polymerase II","BP"
"Q64249","GO:0000978","RNA polymerase II cis-regulatory region sequence-specific DNA binding","MF"
"Q64249","GO:0001228","DNA-binding transcription activator activity, RNA polymerase II-specific","MF"
"Q64249","GO:0004879","nuclear receptor activity","MF"
"Q64249","GO:0005634","nucleus","CC"
"Q64249","GO:0005667","transcription regulator complex","CC"
"Q64249","GO:0006357","regulation of transcription by RNA polymerase II","BP"
"Q64249","GO:0007276","gamete generation","BP"
"Q64249","GO:0007283","spermatogenesis","BP"
"Q64249","GO:0008270","zinc ion binding","MF"
"Q64249","GO:0030154","cell differentiation","BP"
"Q64249","GO:0034056","estrogen response element binding","MF"
"Q64249","GO:0042803","protein homodimerization activity","MF"
"Q64249","GO:0043565","sequence-specific DNA binding","MF"
"Q64249","GO:0045944","positive regulation of transcription by RNA polymerase II","BP"
"Q64249","GO:1990837","sequence-specific double-stranded DNA binding","MF"
"Q64253","GO:0001701","in utero embryonic development","BP"
"Q64253","GO:0005886","plasma membrane","CC"
"Q64253","GO:0030325","adrenal gland development","BP"
"Q64253","GO:0030550","acetylcholine receptor inhibitor activity","MF"
"Q64253","GO:0033130","acetylcholine receptor binding","MF"
"Q64253","GO:0035265","organ growth","BP"
"Q64253","GO:0042415","norepinephrine metabolic process","BP"
"Q64253","GO:0045202","synapse","CC"
"Q64253","GO:0046597","negative regulation of viral entry into host cell","BP"
"Q64253","GO:0048242","epinephrine secretion","BP"
"Q64253","GO:0055010","ventricular cardiac muscle tissue morphogenesis","BP"
"Q64253","GO:0095500","acetylcholine receptor signaling pathway","BP"
"Q64253","GO:0098552","side of membrane","CC"
"Q64261","GO:0000082","G1/S transition of mitotic cell cycle","BP"
"Q64261","GO:0000122","negative regulation of transcription by RNA polymerase II","BP"
"Q64261","GO:0000307","cyclin-dependent protein kinase holoenzyme complex","CC"
"Q64261","GO:0001726","ruffle","CC"
"Q64261","GO:0001954","positive regulation of cell-matrix adhesion","BP"
"Q64261","GO:0002244","hematopoietic progenitor cell differentiation","BP"
"Q64261","GO:0003323","type B pancreatic cell development","BP"
"Q64261","GO:0004693","cyclin-dependent protein serine/threonine kinase activity","MF"
"Q64261","GO:0005524","ATP binding","MF"
"Q64261","GO:0005634","nucleus","CC"
"Q64261","GO:0005654","nucleoplasm","CC"
"Q64261","GO:0005737","cytoplasm","CC"
"Q64261","GO:0005813","centrosome","CC"
"Q64261","GO:0005829","cytosol","CC"
"Q64261","GO:0006974","DNA damage response","BP"
"Q64261","GO:0007165","signal transduction","BP"
"Q64261","GO:0007219","Notch signaling pathway","BP"
"Q64261","GO:0009615","response to virus","BP"
"Q64261","GO:0010033","response to organic substance","BP"
"Q64261","GO:0010389","regulation of G2/M transition of mitotic cell cycle","BP"
"Q64261","GO:0010468","regulation of gene expression","BP"
"Q64261","GO:0010628","positive regulation of gene expression","BP"
"Q64261","GO:0016301","kinase activity","MF"
"Q64261","GO:0016310","phosphorylation","BP"
"Q64261","GO:0030097","hemopoiesis","BP"
"Q64261","GO:0030332","cyclin binding","MF"
"Q64261","GO:0033077","T cell differentiation in thymus","BP"
"Q64261","GO:0042063","gliogenesis","BP"
"Q64261","GO:0043697","cell dedifferentiation","BP"
"Q64261","GO:0045638","negative regulation of myeloid cell differentiation","BP"
"Q64261","GO:0045646","regulation of erythrocyte differentiation","BP"
"Q64261","GO:0045656","negative regulation of monocyte differentiation","BP"
"Q64261","GO:0045668","negative regulation of osteoblast differentiation","BP"
"Q64261","GO:0045786","negative regulation of cell cycle","BP"
"Q64261","GO:0048146","positive regulation of fibroblast proliferation","BP"
"Q64261","GO:0050680","negative regulation of epithelial cell proliferation","BP"
"Q64261","GO:0051301","cell division","BP"
"Q64261","GO:0060218","hematopoietic stem cell differentiation","BP"
"Q64261","GO:0097132","cyclin D2-CDK6 complex","CC"
"Q64261","GO:0098770","FBXO family protein binding","MF"
"Q64261","GO:0106310","protein serine kinase activity","MF"
"Q64261","GO:1902036","regulation of hematopoietic stem cell differentiation","BP"
"Q64261","GO:2000773","negative regulation of cellular senescence","BP"
