"UNIPROT","GO","GONAME","ONTOLOGY"
"Q9CXE2","GO:2000819","regulation of nucleotide-excision repair","BP"
"Q9CXE7","GO:0005783","endoplasmic reticulum","CC"
"Q9CXE7","GO:0005789","endoplasmic reticulum membrane","CC"
"Q9CXE7","GO:0005793","endoplasmic reticulum-Golgi intermediate compartment","CC"
"Q9CXE7","GO:0005794","Golgi apparatus","CC"
"Q9CXE7","GO:0005801","cis-Golgi network","CC"
"Q9CXE7","GO:0006886","intracellular protein transport","BP"
"Q9CXE7","GO:0006888","endoplasmic reticulum to Golgi vesicle-mediated transport","BP"
"Q9CXE7","GO:0030134","COPII-coated ER to Golgi transport vesicle","CC"
"Q9CXE7","GO:0033116","endoplasmic reticulum-Golgi intermediate compartment membrane","CC"
"Q9CXE7","GO:0070971","endoplasmic reticulum exit site","CC"
"Q9CXE7","GO:0090161","Golgi ribbon formation","BP"
"Q9CXF4","GO:0005096","GTPase activator activity","MF"
"Q9CXF4","GO:0005576","extracellular region","CC"
"Q9CXF4","GO:0005737","cytoplasm","CC"
"Q9CXF4","GO:0005739","mitochondrion","CC"
"Q9CXF4","GO:0043087","regulation of GTPase activity","BP"
"Q9CXI0","GO:0005739","mitochondrion","CC"
"Q9CXI0","GO:0005743","mitochondrial inner membrane","CC"
"Q9CXI0","GO:0005759","mitochondrial matrix","CC"
"Q9CXI0","GO:0006744","ubiquinone biosynthetic process","BP"
"Q9CXI0","GO:0008168","methyltransferase activity","MF"
"Q9CXI0","GO:0031314","extrinsic component of mitochondrial inner membrane","CC"
"Q9CXI0","GO:0032259","methylation","BP"
"Q9CXI0","GO:0032991","protein-containing complex","CC"
"Q9CXI0","GO:0043333","2-octaprenyl-6-methoxy-1,4-benzoquinone methylase activity","MF"
"Q9CXI0","GO:0110142","ubiquinone biosynthesis complex","CC"
"Q9CXJ1","GO:0000049","tRNA binding","MF"
"Q9CXJ1","GO:0004818","glutamate-tRNA ligase activity","MF"
"Q9CXJ1","GO:0005524","ATP binding","MF"
"Q9CXJ1","GO:0005739","mitochondrion","CC"
"Q9CXJ1","GO:0005759","mitochondrial matrix","CC"
"Q9CXJ1","GO:0006424","glutamyl-tRNA aminoacylation","BP"
"Q9CXJ1","GO:0008270","zinc ion binding","MF"
"Q9CXJ1","GO:0050561","glutamate-tRNA(Gln) ligase activity","MF"
"Q9CXJ1","GO:0070127","tRNA aminoacylation for mitochondrial protein translation","BP"
"Q9CXK4","GO:0000139","Golgi membrane","CC"
"Q9CXK4","GO:0005794","Golgi apparatus","CC"
"Q9CXK4","GO:0005886","plasma membrane","CC"
"Q9CXK4","GO:0008643","carbohydrate transport","BP"
"Q9CXK4","GO:0012505","endomembrane system","CC"
"Q9CXK4","GO:0042947","glucoside transmembrane transporter activity","MF"
"Q9CXK4","GO:0051119","sugar transmembrane transporter activity","MF"
"Q9CXP9","GO:0003677","DNA binding","MF"
"Q9CXP9","GO:0005634","nucleus","CC"
"Q9CXP9","GO:0005654","nucleoplasm","CC"
"Q9CXP9","GO:0005829","cytosol","CC"
"Q9CXP9","GO:0036297","interstrand cross-link repair","BP"
"Q9CXP9","GO:0045145","single-stranded DNA 5'-3' DNA exonuclease activity","MF"
"Q9CXP9","GO:0046872","metal ion binding","MF"
"Q9CXP9","GO:0051539","4 iron, 4 sulfur cluster binding","MF"
"Q9CXT8","GO:0004175","endopeptidase activity","MF"
"Q9CXT8","GO:0004222","metalloendopeptidase activity","MF"
"Q9CXT8","GO:0005739","mitochondrion","CC"
"Q9CXT8","GO:0005743","mitochondrial inner membrane","CC"
"Q9CXT8","GO:0006627","protein processing involved in protein targeting to mitochondrion","BP"
"Q9CXT8","GO:0016485","protein processing","BP"
"Q9CXT8","GO:0017087","mitochondrial processing peptidase complex","CC"
"Q9CXT8","GO:0046872","metal ion binding","MF"
"Q9CXU0","GO:0000151","ubiquitin ligase complex","CC"
"Q9CXU0","GO:0003712","transcription coregulator activity","MF"
"Q9CXU0","GO:0005634","nucleus","CC"
"Q9CXU0","GO:0005654","nucleoplasm","CC"
"Q9CXU0","GO:0016567","protein ubiquitination","BP"
"Q9CXU0","GO:0016592","mediator complex","CC"
"Q9CXU0","GO:0032968","positive regulation of transcription elongation by RNA polymerase II","BP"
"Q9CXU0","GO:0035019","somatic stem cell population maintenance","BP"
"Q9CXU0","GO:0045944","positive regulation of transcription by RNA polymerase II","BP"
"Q9CXU0","GO:0051123","RNA polymerase II preinitiation complex assembly","BP"
"Q9CXU0","GO:0060261","positive regulation of transcription initiation by RNA polymerase II","BP"
"Q9CXU0","GO:0070847","core mediator complex","CC"
"Q9CXU1","GO:0000151","ubiquitin ligase complex","CC"
"Q9CXU1","GO:0003712","transcription coregulator activity","MF"
"Q9CXU1","GO:0005634","nucleus","CC"
"Q9CXU1","GO:0005654","nucleoplasm","CC"
"Q9CXU1","GO:0006357","regulation of transcription by RNA polymerase II","BP"
"Q9CXU1","GO:0016567","protein ubiquitination","BP"
"Q9CXU1","GO:0016592","mediator complex","CC"
"Q9CXU1","GO:0032968","positive regulation of transcription elongation by RNA polymerase II","BP"
"Q9CXU1","GO:0048147","negative regulation of fibroblast proliferation","BP"
"Q9CXU1","GO:0051123","RNA polymerase II preinitiation complex assembly","BP"
"Q9CXU1","GO:0060173","limb development","BP"
"Q9CXU1","GO:0060261","positive regulation of transcription initiation by RNA polymerase II","BP"
"Q9CXU1","GO:0061630","ubiquitin protein ligase activity","MF"
"Q9CXU1","GO:0070847","core mediator complex","CC"
"Q9CY02","GO:0005737","cytoplasm","CC"
"Q9CY02","GO:0006457","protein folding","BP"
"Q9CY02","GO:0030218","erythrocyte differentiation","BP"
"Q9CY02","GO:0030492","hemoglobin binding","MF"
"Q9CY02","GO:0050821","protein stabilization","BP"
"Q9CY21","GO:0005634","nucleus","CC"
"Q9CY21","GO:0005654","nucleoplasm","CC"
"Q9CY21","GO:0005730","nucleolus","CC"
"Q9CY21","GO:0006325","chromatin organization","BP"
"Q9CY21","GO:0016435","rRNA (guanine) methyltransferase activity","MF"
"Q9CY21","GO:0046982","protein heterodimerization activity","MF"
"Q9CY21","GO:0048471","perinuclear region of cytoplasm","CC"
"Q9CY21","GO:0070476","rRNA (guanine-N7)-methylation","BP"
"Q9CY21","GO:2000234","positive regulation of rRNA processing","BP"
"Q9CY50","GO:0005783","endoplasmic reticulum","CC"
"Q9CY50","GO:0005789","endoplasmic reticulum membrane","CC"
"Q9CY52","GO:0000287","magnesium ion binding","MF"
"Q9CY52","GO:0005085","guanyl-nucleotide exchange factor activity","MF"
"Q9CY52","GO:0005524","ATP binding","MF"
"Q9CY52","GO:0005525","GTP binding","MF"
"Q9CY52","GO:0005739","mitochondrion","CC"
"Q9CY52","GO:0006400","tRNA modification","BP"
"Q9CY52","GO:0006979","response to oxidative stress","BP"
"Q9CY52","GO:0008033","tRNA processing","BP"
"Q9CY52","GO:0008053","mitochondrial fusion","BP"
"Q9CY52","GO:0008193","tRNA guanylyltransferase activity","MF"
"Q9CY52","GO:0016779","nucleotidyltransferase activity","MF"
"Q9CY52","GO:0042802","identical protein binding","MF"
"Q9CY52","GO:0051289","protein homotetramerization","BP"
"Q9CY52","GO:1990046","stress-induced mitochondrial fusion","BP"
"Q9CY52","GO:1990234","transferase complex","CC"
"Q9CY62","GO:0004842","ubiquitin-protein transferase activity","MF"
"Q9CY62","GO:0005737","cytoplasm","CC"
"Q9CY62","GO:0016567","protein ubiquitination","BP"
"Q9CY62","GO:0046872","metal ion binding","MF"
"Q9CY62","GO:0051865","protein autoubiquitination","BP"
"Q9CY62","GO:0061630","ubiquitin protein ligase activity","MF"
"Q9CY64","GO:0000166","nucleotide binding","MF"
"Q9CY64","GO:0004074","biliverdin reductase (NAD(P)+) activity","MF"
"Q9CY64","GO:0005829","cytosol","CC"
"Q9CY64","GO:0008270","zinc ion binding","MF"
"Q9CY64","GO:0042167","heme catabolic process","BP"
"Q9CY64","GO:0106276","biliberdin reductase NAD+ activity","MF"
"Q9CY64","GO:0106277","biliverdin reductase (NADP+) activity","MF"
"Q9CY66","GO:0000454","snoRNA guided rRNA pseudouridine synthesis","BP"
"Q9CY66","GO:0000781","chromosome, telomeric region","CC"
"Q9CY66","GO:0001650","fibrillar center","CC"
"Q9CY66","GO:0001651","dense fibrillar component","CC"
"Q9CY66","GO:0003723","RNA binding","MF"
"Q9CY66","GO:0005654","nucleoplasm","CC"
"Q9CY66","GO:0005697","telomerase holoenzyme complex","CC"
"Q9CY66","GO:0007004","telomere maintenance via telomerase","BP"
"Q9CY66","GO:0015030","Cajal body","CC"
"Q9CY66","GO:0030515","snoRNA binding","MF"
"Q9CY66","GO:0031429","box H/ACA snoRNP complex","CC"
"Q9CY66","GO:0034513","box H/ACA snoRNA binding","MF"
"Q9CY66","GO:0070034","telomerase RNA binding","MF"
"Q9CY66","GO:0090661","box H/ACA telomerase RNP complex","CC"
"Q9CY73","GO:0003725","double-stranded RNA binding","MF"
"Q9CY73","GO:0004525","ribonuclease III activity","MF"
"Q9CY73","GO:0005634","nucleus","CC"
"Q9CY73","GO:0005654","nucleoplasm","CC"
"Q9CY73","GO:0005739","mitochondrion","CC"
"Q9CY73","GO:0005743","mitochondrial inner membrane","CC"
"Q9CY73","GO:0005762","mitochondrial large ribosomal subunit","CC"
"Q9CY73","GO:0005886","plasma membrane","CC"
"Q9CY73","GO:0006364","rRNA processing","BP"
"Q9CY73","GO:0016604","nuclear body","CC"
"Q9CY73","GO:0032543","mitochondrial translation","BP"
"Q9CY73","GO:0070125","mitochondrial translational elongation","BP"
"Q9CY73","GO:0070877","microprocessor complex","CC"
"Q9CY97","GO:0005654","nucleoplasm","CC"
"Q9CY97","GO:0005829","cytosol","CC"
"Q9CY97","GO:0005847","mRNA cleavage and polyadenylation specificity factor complex","CC"
"Q9CY97","GO:0006369","termination of RNA polymerase II transcription","BP"
"Q9CY97","GO:0006378","mRNA polyadenylation","BP"
"Q9CY97","GO:0008420","RNA polymerase II CTD heptapeptide repeat phosphatase activity","MF"
"Q9CY97","GO:0017018","myosin phosphatase activity","MF"
"Q9CYA6","GO:0003723","RNA binding","MF"
"Q9CYA6","GO:0005634","nucleus","CC"
"Q9CYA6","GO:0005654","nucleoplasm","CC"
"Q9CYA6","GO:0006397","mRNA processing","BP"
"Q9CYA6","GO:0008270","zinc ion binding","MF"
"Q9CYA6","GO:0008380","RNA splicing","BP"
"Q9CYA6","GO:0016604","nuclear body","CC"
"Q9CYA6","GO:0031499","TRAMP complex","CC"
"Q9CYA6","GO:0034470","ncRNA processing","BP"
"Q9CYA6","GO:0071013","catalytic step 2 spliceosome","CC"
"Q9CYC5","GO:0000070","mitotic sister chromatid segregation","BP"
"Q9CYC5","GO:0000444","MIS12/MIND type complex","CC"
"Q9CYC5","GO:0000776","kinetochore","CC"
"Q9CYC5","GO:0000922","spindle pole","CC"
"Q9CYC5","GO:0001650","fibrillar center","CC"
"Q9CYC5","GO:0005634","nucleus","CC"
"Q9CYC5","GO:0005654","nucleoplasm","CC"
"Q9CYC5","GO:0005730","nucleolus","CC"
"Q9CYC5","GO:0005829","cytosol","CC"
"Q9CYC5","GO:0008608","attachment of spindle microtubules to kinetochore","BP"
"Q9CYC5","GO:0014841","skeletal muscle satellite cell proliferation","BP"
"Q9CYC5","GO:0016604","nuclear body","CC"
"Q9CYC5","GO:0051301","cell division","BP"
"Q9CYD3","GO:0005615","extracellular space","CC"
"Q9CYD3","GO:0005783","endoplasmic reticulum","CC"
"Q9CYD3","GO:0007283","spermatogenesis","BP"
"Q9CYD3","GO:0030199","collagen fibril organization","BP"
"Q9CYD3","GO:0032991","protein-containing complex","CC"
"Q9CYD3","GO:0050821","protein stabilization","BP"
"Q9CYD3","GO:0061077","chaperone-mediated protein folding","BP"
"Q9CYD3","GO:1901874","negative regulation of post-translational protein modification","BP"
"Q9CYF5","GO:0005085","guanyl-nucleotide exchange factor activity","MF"
"Q9CYF5","GO:0005739","mitochondrion","CC"
"Q9CYF5","GO:0005743","mitochondrial inner membrane","CC"
"Q9CYF5","GO:0008053","mitochondrial fusion","BP"
"Q9CYF5","GO:0019843","rRNA binding","MF"
"Q9CYF5","GO:0031966","mitochondrial membrane","CC"
"Q9CYF5","GO:0070131","positive regulation of mitochondrial translation","BP"
"Q9CYG7","GO:0005739","mitochondrion","CC"
"Q9CYG7","GO:0005741","mitochondrial outer membrane","CC"
"Q9CYG7","GO:0005829","cytosol","CC"
"Q9CYG7","GO:0006626","protein targeting to mitochondrion","BP"
"Q9CYG7","GO:0031072","heat shock protein binding","MF"
"Q9CYG7","GO:0043231","intracellular membrane-bounded organelle","CC"
"Q9CYH6","GO:0000027","ribosomal large subunit assembly","BP"
"Q9CYH6","GO:0000447","endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","BP"
"Q9CYH6","GO:0000794","condensed nuclear chromosome","CC"
"Q9CYH6","GO:0002244","hematopoietic progenitor cell differentiation","BP"
"Q9CYH6","GO:0005654","nucleoplasm","CC"
"Q9CYH6","GO:0005730","nucleolus","CC"
"Q9CYH6","GO:0005783","endoplasmic reticulum","CC"
"Q9CYH6","GO:0007080","mitotic metaphase chromosome alignment","BP"
"Q9CYH6","GO:0008097","5S rRNA binding","MF"
"Q9CYH6","GO:0030687","preribosome, large subunit precursor","CC"
"Q9CYH6","GO:0042273","ribosomal large subunit biogenesis","BP"
"Q9CYH6","GO:1901796","regulation of signal transduction by p53 class mediator","BP"
"Q9CYH6","GO:1902570","protein localization to nucleolus","BP"
"Q9CYI4","GO:0003729","mRNA binding","MF"
"Q9CYI4","GO:0005685","U1 snRNP","CC"
"Q9CYI4","GO:0006376","mRNA splice site recognition","BP"
"Q9CYI4","GO:0042802","identical protein binding","MF"
"Q9CYI4","GO:0045843","negative regulation of striated muscle tissue development","BP"
"Q9CYI4","GO:0050733","RS domain binding","MF"
"Q9CYI4","GO:0071004","U2-type prespliceosome","CC"
"Q9CYR0","GO:0003682","chromatin binding","MF"
"Q9CYR0","GO:0003697","single-stranded DNA binding","MF"
"Q9CYR0","GO:0005739","mitochondrion","CC"
"Q9CYR0","GO:0006264","mitochondrial DNA replication","BP"
"Q9CYR0","GO:0006268","DNA unwinding involved in DNA replication","BP"
"Q9CYR0","GO:0042645","mitochondrial nucleoid","CC"
"Q9CYR0","GO:0042802","identical protein binding","MF"
"Q9CYR0","GO:0042803","protein homodimerization activity","MF"
"Q9CYR0","GO:0051289","protein homotetramerization","BP"
"Q9CYR0","GO:0070584","mitochondrion morphogenesis","BP"
"Q9CYR0","GO:0090297","positive regulation of mitochondrial DNA replication","BP"
"Q9CYR6","GO:0000287","magnesium ion binding","MF"
"Q9CYR6","GO:0004610","phosphoacetylglucosamine mutase activity","MF"
"Q9CYR6","GO:0005975","carbohydrate metabolic process","BP"
"Q9CYR6","GO:0006048","UDP-N-acetylglucosamine biosynthetic process","BP"
"Q9CYR6","GO:0006487","protein N-linked glycosylation","BP"
"Q9CYR6","GO:0006493","protein O-linked glycosylation","BP"
"Q9CYR6","GO:0007283","spermatogenesis","BP"
"Q9CYR6","GO:0030097","hemopoiesis","BP"
"Q9CYT6","GO:0000902","cell morphogenesis","BP"
"Q9CYT6","GO:0003779","actin binding","MF"
"Q9CYT6","GO:0005737","cytoplasm","CC"
"Q9CYT6","GO:0005886","plasma membrane","CC"
"Q9CYT6","GO:0007015","actin filament organization","BP"
"Q9CYT6","GO:0008179","adenylate cyclase binding","MF"
"Q9CYT6","GO:0014069","postsynaptic density","CC"
"Q9CYT6","GO:0019933","cAMP-mediated signaling","BP"
"Q9CYT6","GO:0042802","identical protein binding","MF"
"Q9CYT6","GO:0099140","presynaptic actin cytoskeleton organization","BP"
"Q9CZ04","GO:0000338","protein deneddylation","BP"
"Q9CZ04","GO:0005634","nucleus","CC"
"Q9CZ04","GO:0005654","nucleoplasm","CC"
"Q9CZ04","GO:0005737","cytoplasm","CC"
"Q9CZ04","GO:0005829","cytosol","CC"
"Q9CZ04","GO:0008180","COP9 signalosome","CC"
"Q9CZ04","GO:0010387","COP9 signalosome assembly","BP"
"Q9CZ09","GO:0005634","nucleus","CC"
"Q9CZ09","GO:0005730","nucleolus","CC"
"Q9CZ09","GO:0005829","cytosol","CC"
"Q9CZ09","GO:0006417","regulation of translation","BP"
"Q9CZ09","GO:0006448","regulation of translational elongation","BP"
"Q9CZ09","GO:0018026","peptidyl-lysine monomethylation","BP"
"Q9CZ09","GO:0018064","protein-L-histidine N-tele-methyltransferase activity","MF"
"Q9CZ09","GO:0031072","heat shock protein binding","MF"
"Q9CZ09","GO:0032991","protein-containing complex","CC"
"Q9CZ09","GO:0090069","regulation of ribosome biogenesis","BP"
"Q9CZ09","GO:2000232","regulation of rRNA processing","BP"
"Q9CZ30","GO:0005524","ATP binding","MF"
"Q9CZ30","GO:0005525","GTP binding","MF"
"Q9CZ30","GO:0005730","nucleolus","CC"
"Q9CZ30","GO:0005737","cytoplasm","CC"
"Q9CZ30","GO:0005813","centrosome","CC"
"Q9CZ30","GO:0005829","cytosol","CC"
"Q9CZ30","GO:0016887","ATP hydrolysis activity","MF"
"Q9CZ30","GO:0043023","ribosomal large subunit binding","MF"
"Q9CZ30","GO:0046034","ATP metabolic process","BP"
"Q9CZ30","GO:0046872","metal ion binding","MF"
"Q9CZ62","GO:0005737","cytoplasm","CC"
"Q9CZ62","GO:0005813","centrosome","CC"
"Q9CZ62","GO:0005814","centriole","CC"
"Q9CZ62","GO:0030030","cell projection organization","BP"
"Q9CZ62","GO:0032991","protein-containing complex","CC"
"Q9CZ62","GO:1901673","regulation of mitotic spindle assembly","BP"
"Q9CZ62","GO:1902018","negative regulation of cilium assembly","BP"
"Q9CZ91","GO:0005634","nucleus","CC"
"Q9CZ91","GO:0030490","maturation of SSU-rRNA","BP"
"Q9CZ91","GO:0030686","90S preribosome","CC"
"Q9CZ91","GO:0048471","perinuclear region of cytoplasm","CC"
"Q9CZB0","GO:0000104","succinate dehydrogenase activity","MF"
"Q9CZB0","GO:0005739","mitochondrion","CC"
"Q9CZB0","GO:0005743","mitochondrial inner membrane","CC"
"Q9CZB0","GO:0005749","mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)","CC"
"Q9CZB0","GO:0006099","tricarboxylic acid cycle","BP"
"Q9CZB0","GO:0006121","mitochondrial electron transport, succinate to ubiquinone","BP"
"Q9CZB0","GO:0009055","electron transfer activity","MF"
"Q9CZB0","GO:0020037","heme binding","MF"
"Q9CZB0","GO:0042776","proton motive force-driven mitochondrial ATP synthesis","BP"
"Q9CZB0","GO:0045257","succinate dehydrogenase complex (ubiquinone)","CC"
"Q9CZB0","GO:0046872","metal ion binding","MF"
"Q9CZB6","GO:0000151","ubiquitin ligase complex","CC"
"Q9CZB6","GO:0003712","transcription coregulator activity","MF"
"Q9CZB6","GO:0005634","nucleus","CC"
"Q9CZB6","GO:0005654","nucleoplasm","CC"
"Q9CZB6","GO:0005667","transcription regulator complex","CC"
"Q9CZB6","GO:0006357","regulation of transcription by RNA polymerase II","BP"
"Q9CZB6","GO:0016567","protein ubiquitination","BP"
"Q9CZB6","GO:0016592","mediator complex","CC"
"Q9CZB6","GO:0016604","nuclear body","CC"
"Q9CZB6","GO:0032968","positive regulation of transcription elongation by RNA polymerase II","BP"
"Q9CZB6","GO:0035019","somatic stem cell population maintenance","BP"
"Q9CZB6","GO:0051123","RNA polymerase II preinitiation complex assembly","BP"
"Q9CZB6","GO:0060261","positive regulation of transcription initiation by RNA polymerase II","BP"
"Q9CZB6","GO:0061630","ubiquitin protein ligase activity","MF"
"Q9CZB6","GO:0070847","core mediator complex","CC"
"Q9CZI9","GO:0003676","nucleic acid binding","MF"
"Q9CZI9","GO:0004527","exonuclease activity","MF"
"Q9CZI9","GO:0004529","DNA exonuclease activity","MF"
"Q9CZI9","GO:0005634","nucleus","CC"
"Q9CZI9","GO:0005654","nucleoplasm","CC"
"Q9CZI9","GO:0005730","nucleolus","CC"
"Q9CZI9","GO:0010212","response to ionizing radiation","BP"
"Q9CZI9","GO:0031965","nuclear membrane","CC"
"Q9CZI9","GO:0042771","intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","BP"
"Q9CZJ6","GO:0000775","chromosome, centromeric region","CC"
"Q9CZJ6","GO:0000785","chromatin","CC"
"Q9CZJ6","GO:0005634","nucleus","CC"
"Q9CZJ6","GO:0005654","nucleoplasm","CC"
"Q9CZJ6","GO:0005829","cytosol","CC"
"Q9CZJ6","GO:0007059","chromosome segregation","BP"
"Q9CZJ6","GO:0034080","CENP-A containing chromatin assembly","BP"
"Q9CZJ6","GO:0042802","identical protein binding","MF"
"Q9CZJ6","GO:0044030","regulation of DNA methylation","BP"
"Q9CZJ6","GO:0046872","metal ion binding","MF"
"Q9CZJ6","GO:0051301","cell division","BP"
"Q9CZL5","GO:0004505","phenylalanine 4-monooxygenase activity","MF"
"Q9CZL5","GO:0005634","nucleus","CC"
"Q9CZL5","GO:0005739","mitochondrion","CC"
"Q9CZL5","GO:0006729","tetrahydrobiopterin biosynthetic process","BP"
"Q9CZL5","GO:0008124","4-alpha-hydroxytetrahydrobiopterin dehydratase activity","MF"
"Q9CZL5","GO:0042802","identical protein binding","MF"
"Q9CZL5","GO:0045893","positive regulation of DNA-templated transcription","BP"
